site;date;day;month;year;number;unique.number;sex;spawning;time.h;time.end.h;time;time.end;sunrise;start.time.to.sunrise;sst
AME BORA BORA;12/03/2023;12;3;2023;21;AME BORA BORA21;MALE;YES;8.07;8.34;8.11666666666667;8.56666666666667;6.15;1.96666666666667;29.2699932422489
AME BORA BORA;12/03/2023;12;3;2023;22;AME BORA BORA22;;NO;NA;NA;NA;NA;6.15;NA;29.2699932422489
Vairao;12/03/2023;12;3;2023;1;Vairao1;MALE;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;2;Vairao2;FEMALE;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;3;Vairao3;FEMALE;YES;7.58;NA;7.96666666666667;NA;5.9833333;1.98333336666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;4;Vairao4;FEMALE;YES;7.44;NA;7.73333333333333;NA;5.9833333;1.75000003333333;28.9299932498485
Vairao;12/03/2023;12;3;2023;5;Vairao5;FEMALE;YES;7.48;NA;7.8;NA;5.9833333;1.8166667;28.9299932498485
Vairao;12/03/2023;12;3;2023;6;Vairao6;MALE;YES;7.21;8;7.35;8;5.9833333;1.3666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;7;Vairao7;MALE;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;8;Vairao8;MALE;YES;7.36;NA;7.6;NA;5.9833333;1.6166667;28.9299932498485
Vairao;12/03/2023;12;3;2023;9;Vairao9;MALE;YES;7.18;NA;7.3;NA;5.9833333;1.3166667;28.9299932498485
Vairao;12/03/2023;12;3;2023;10;Vairao10;FEMALE;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;11;Vairao11;FEMALE;YES;7.51;NA;7.85;NA;5.9833333;1.8666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;12;Vairao12;MALE;YES;7.29;NA;7.48333333333333;NA;5.9833333;1.50000003333333;28.9299932498485
Vairao;12/03/2023;12;3;2023;13;Vairao13;FEMALE;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;14;Vairao14;FEMALE;YES;7.54;NA;7.9;NA;5.9833333;1.9166667;28.9299932498485
Vairao;12/03/2023;12;3;2023;15;Vairao15;FEMALE;YES;7.4;NA;7.66666666666667;NA;5.9833333;1.68333336666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;16;Vairao16;FEMALE;YES;7.58;NA;7.96666666666667;NA;5.9833333;1.98333336666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;17;Vairao17;MALE;YES;7.4;NA;7.66666666666667;NA;5.9833333;1.68333336666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;18;Vairao18;FEMALE;YES;7.5;NA;7.83333333333333;NA;5.9833333;1.85000003333333;28.9299932498485
Vairao;12/03/2023;12;3;2023;19;Vairao19;FEMALE;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;20;Vairao20;MALE;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;21;Vairao21;FEMALE;YES;7.35;NA;7.58333333333333;NA;5.9833333;1.60000003333333;28.9299932498485
Vairao;12/03/2023;12;3;2023;22;Vairao22;FEMALE;YES;7.4;NA;7.66666666666667;NA;5.9833333;1.68333336666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;23;Vairao23;;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;24;Vairao24;;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;25;Vairao25;MALE;YES;7.32;NA;7.53333333333333;NA;5.9833333;1.55000003333333;28.9299932498485
Vairao;12/03/2023;12;3;2023;26;Vairao26;;NO;NA;NA;NA;NA;5.9833333;NA;28.9299932498485
Vairao;12/03/2023;12;3;2023;27;Vairao27;FEMALE;YES;7.43;NA;7.71666666666667;NA;5.9833333;1.73333336666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;28;Vairao28;MALE;YES;7.32;NA;7.53333333333333;NA;5.9833333;1.55000003333333;28.9299932498485
Vairao;12/03/2023;12;3;2023;29;Vairao29;FEMALE;YES;7.43;NA;7.71666666666667;NA;5.9833333;1.73333336666667;28.9299932498485
Vairao;12/03/2023;12;3;2023;30;Vairao30;MALE;YES;7.39;NA;7.65;NA;5.9833333;1.6666667;28.9299932498485
AME BORA BORA;10/04/2023;10;4;2023;1;AME BORA BORA1;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;2;AME BORA BORA2;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;3;AME BORA BORA3;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;4;AME BORA BORA4;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;5;AME BORA BORA5;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;6;AME BORA BORA6;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;7;AME BORA BORA7;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;8;AME BORA BORA8;MALE;YES;7.55;8.2;7.91666666666667;8.33333333333333;6.2333333;1.68333336666667;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;9;AME BORA BORA9;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;10;AME BORA BORA10;MALE;YES;8;8.2;8;8.33333333333333;6.2333333;1.7666667;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;11;AME BORA BORA11;;LOST;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;12;AME BORA BORA12;;LOST;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;13;AME BORA BORA13;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;14;AME BORA BORA14;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;15;AME BORA BORA15;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;16;AME BORA BORA16;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;17;AME BORA BORA17;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;18;AME BORA BORA18;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;19;AME BORA BORA19;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;20;AME BORA BORA20;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;21;AME BORA BORA21;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
AME BORA BORA;10/04/2023;10;4;2023;22;AME BORA BORA22;;NO;NA;NA;NA;NA;6.2333333;NA;29.3999932393432
Vairao;10/04/2023;10;4;2023;1;Vairao1;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;2;Vairao2;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;3;Vairao3;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;4;Vairao4;FEMALE;YES;8.03;NA;8.05;NA;6.0833333;1.9666667;29.0699932467193
Vairao;10/04/2023;10;4;2023;5;Vairao5;FEMALE;YES;8.06;NA;8.1;NA;6.0833333;2.0166667;29.0699932467193
Vairao;10/04/2023;10;4;2023;6;Vairao6;MALE;YES;7.32;NA;7.53333333333333;NA;6.0833333;1.45000003333333;29.0699932467193
Vairao;10/04/2023;10;4;2023;7;Vairao7;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;8;Vairao8;MALE;YES;7.44;NA;7.73333333333333;NA;6.0833333;1.65000003333333;29.0699932467193
Vairao;10/04/2023;10;4;2023;9;Vairao9;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;10;Vairao10;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;11;Vairao11;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;12;Vairao12;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;13;Vairao13;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;14;Vairao14;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;15;Vairao15;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;16;Vairao16;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;17;Vairao17;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;18;Vairao18;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;19;Vairao19;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;20;Vairao20;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;21;Vairao21;FEMALE;YES;7.52;NA;7.86666666666667;NA;6.0833333;1.78333336666667;29.0699932467193
Vairao;10/04/2023;10;4;2023;22;Vairao22;FEMALE;YES;8.1;NA;8.16666666666667;NA;6.0833333;2.08333336666667;29.0699932467193
Vairao;10/04/2023;10;4;2023;23;Vairao23;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;24;Vairao24;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;25;Vairao25;MALE;YES;7.37;NA;7.61666666666667;NA;6.0833333;1.53333336666667;29.0699932467193
Vairao;10/04/2023;10;4;2023;26;Vairao26;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;27;Vairao27;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;28;Vairao28;MALE;YES;7.4;NA;7.66666666666667;NA;6.0833333;1.58333336666667;29.0699932467193
Vairao;10/04/2023;10;4;2023;29;Vairao29;;NO;NA;NA;NA;NA;6.0833333;NA;29.0699932467193
Vairao;10/04/2023;10;4;2023;30;Vairao30;MALE;YES;7.46;NA;7.76666666666667;NA;6.0833333;1.68333336666667;29.0699932467193
